"FullName","LastWriteTime","Length"
"C:\Users\Donizete Senne\.aws\amazonq\universal-control\ucm-secrets.json","12/05/2026 14:54:11","1026"
"C:\Users\Donizete Senne\.quickwork\profiles\social-bf8f5b70177c\sessions\scheduled-kg-cloud-sync--57214541\workspace\tools\kg_cloud_sync_push\kg_cloud_sync_push_001.txt","12/05/2026 14:52:09","42"
"C:\Users\Donizete Senne\Desktop\Doni - Comet.lnk","12/05/2026 14:41:46","2422"
"C:\Users\Donizete Senne\.quickwork\profiles\social-bf8f5b70177c\sessions\8dfaa2c8-4e30-4c4d-91a1-d1554c7b906c\workspace\tools\google_sheets__GetValues\google_sheets__GetValues_001.json","12/05/2026 14:35:27","335"
"C:\Users\Donizete Senne\.quickwork\profiles\social-bf8f5b70177c\sessions\8dfaa2c8-4e30-4c4d-91a1-d1554c7b906c\workspace\tools\google_drive__SearchFiles\google_drive__SearchFiles_001.json","12/05/2026 14:35:10","3838"
"C:\Users\Donizete Senne\.quickwork\profiles\social-bf8f5b70177c\sessions\137ec401-26f7-42cb-9d33-dd8ba3069bdf\workspace\tools\url_fetch\url_fetch_002.json","12/05/2026 14:33:24","25967"
"C:\Users\Donizete Senne\.quickwork\profiles\social-bf8f5b70177c\sessions\137ec401-26f7-42cb-9d33-dd8ba3069bdf\workspace\tools\url_fetch\url_fetch_001.json","12/05/2026 14:33:20","25967"
"C:\Users\Donizete Senne\.quickwork\profiles\social-bf8f5b70177c\sessions\137ec401-26f7-42cb-9d33-dd8ba3069bdf\workspace\tools\web_search\web_search_001.json","12/05/2026 14:33:10","2861"
"C:\Users\Donizete Senne\.quickwork\profiles\social-bf8f5b70177c\eventlog\interactions.jsonl","12/05/2026 14:33:01","739"
"C:\Users\Donizete Senne\.quickwork\profiles\social-bf8f5b70177c\eventlog\interaction_state.json","12/05/2026 14:33:01","30"
"C:\Users\Donizete Senne\.quickwork\profiles\social-bf8f5b70177c\sessions\scheduled-kg-cloud-sync--ec864aeb\workspace\tools\kg_cloud_sync_push\kg_cloud_sync_push_001.txt","12/05/2026 14:30:16","42"
"C:\Users\Donizete Senne\Pictures\Screenshots\Captura de tela 2026-05-12 142159.png","12/05/2026 14:22:00","39727"
"C:\Users\Donizete Senne\Pictures\Screenshots\Captura de tela 2026-05-12 142143.png","12/05/2026 14:21:44","46571"
"C:\Users\Donizete Senne\.quickwork\profiles\social-bf8f5b70177c\sessions\scheduled-feed-agent--4eeebfe5\workspace\tools\skip_cycle\skip_cycle_001.json","12/05/2026 14:21:38","18"
"C:\Users\Donizete Senne\.quickwork\profiles\social-bf8f5b70177c\sessions\scheduled-feed-agent--4eeebfe5\workspace\tools\run_python\run_python_output_001.txt","12/05/2026 14:21:31","225"
"C:\Users\Donizete Senne\.quickwork\profiles\social-bf8f5b70177c\sessions\scheduled-feed-agent--4eeebfe5\workspace\tools\run_python\run_python_input_001.py","12/05/2026 14:21:31","412"
"C:\Users\Donizete Senne\.quickwork\profiles\social-bf8f5b70177c\sessions\scheduled-feed-agent--4eeebfe5\workspace\tools\search_messages\search_messages_001.txt","12/05/2026 14:21:19","75"
"C:\Users\Donizete Senne\.quickwork\profiles\social-bf8f5b70177c\sessions\scheduled-kg-cloud-sync--c3c4db72\workspace\tools\kg_cloud_sync_push\kg_cloud_sync_push_001.txt","12/05/2026 14:15:21","42"
"C:\Users\Donizete Senne\.quickwork\profiles\social-bf8f5b70177c\sessions\scheduled-feed-agent--ee23202d\workspace\tools\skip_cycle\skip_cycle_001.json","12/05/2026 14:06:25","18"
"C:\Users\Donizete Senne\.quickwork\profiles\social-bf8f5b70177c\sessions\scheduled-feed-agent--ee23202d\workspace\tools\update_feed\update_feed_001.json","12/05/2026 14:06:23","341"
"C:\Users\Donizete Senne\.quickwork\profiles\social-bf8f5b70177c\sessions\scheduled-feed-agent--ee23202d\workspace\tools\search_messages\search_messages_001.txt","12/05/2026 14:06:18","75"
"C:\Users\Donizete Senne\.quickwork\profiles\social-bf8f5b70177c\sessions\2a789eeb-d514-49e0-886f-b3f245490d2d\workspace\tools\folder_list\folder_list_001.json","12/05/2026 14:05:47","3810"
"C:\Users\Donizete Senne\Desktop\try_fix_q.ps1","12/05/2026 14:01:43","642"
"C:\Users\Donizete Senne\.quickwork\profiles\social-bf8f5b70177c\sessions\scheduled-kg-cloud-sync--f7e834e8\workspace\tools\kg_cloud_sync_push\kg_cloud_sync_push_001.txt","12/05/2026 13:51:08","42"
"C:\Users\Donizete Senne\.quickwork\profiles\social-bf8f5b70177c\sessions\scheduled-kg-cloud-sync--f3eb49d3\workspace\tools\kg_cloud_sync_push\kg_cloud_sync_push_001.txt","12/05/2026 13:36:08","42"
"C:\Users\Donizete Senne\.quickwork\profiles\social-bf8f5b70177c\sessions\scheduled-kg-cloud-sync--7e180880\workspace\tools\kg_cloud_sync_push\kg_cloud_sync_push_001.txt","12/05/2026 13:28:02","42"
"C:\Users\Donizete Senne\.quickwork\profiles\social-bf8f5b70177c\sessions\scheduled-kg-cloud-sync--bf0f97d7\workspace\tools\kg_cloud_sync_push\kg_cloud_sync_push_001.txt","12/05/2026 13:13:03","42"
"C:\Users\Donizete Senne\.quickwork\profiles\social-bf8f5b70177c\sessions\scheduled-kg-cloud-sync--4d6e1294\workspace\tools\kg_cloud_sync_push\kg_cloud_sync_push_001.txt","12/05/2026 12:58:18","42"
"C:\Users\Donizete Senne\.quickwork\profiles\social-bf8f5b70177c\sessions\scheduled-kg-enrichment--8fc1e587\workspace\tools\kg_cleanup_meetings\kg_cleanup_meetings_001.json","12/05/2026 12:50:19","29"
"C:\Users\Donizete Senne\.quickwork\profiles\social-bf8f5b70177c\sessions\scheduled-kg-enrichment--8fc1e587\workspace\tools\kg_compact_nodes\kg_compact_nodes_001.json","12/05/2026 12:50:18","62"
"C:\Users\Donizete Senne\.quickwork\profiles\social-bf8f5b70177c\sessions\scheduled-kg-enrichment--8fc1e587\workspace\tools\kg_summarize_edges\kg_summarize_edges_001.json","12/05/2026 12:50:14","46"
"C:\Users\Donizete Senne\.quickwork\profiles\social-bf8f5b70177c\sessions\scheduled-kg-enrichment--8fc1e587\workspace\tools\kg_batch_enrich\kg_batch_enrich_001.json","12/05/2026 12:50:12","136"
"C:\Users\Donizete Senne\.quickwork\profiles\social-bf8f5b70177c\sessions\scheduled-kg-cloud-sync--719c417e\workspace\tools\kg_cloud_sync_push\kg_cloud_sync_push_001.txt","12/05/2026 12:39:09","42"
"C:\Users\Donizete Senne\.quickwork\profiles\social-bf8f5b70177c\sessions\scheduled-kg-cloud-sync--22763a82\workspace\tools\kg_cloud_sync_push\kg_cloud_sync_push_001.txt","12/05/2026 12:24:08","42"
"C:\Users\Donizete Senne\.quickwork\profiles\social-bf8f5b70177c\sessions\scheduled-kg-cloud-sync--8059a9d1\workspace\tools\kg_cloud_sync_push\kg_cloud_sync_push_001.txt","12/05/2026 12:09:07","42"
"C:\Users\Donizete Senne\.gemini\tmp\donizete-senne\chats\session-2026-05-11T23-44-dca11773.jsonl","12/05/2026 12:05:34","2678789"
"C:\Users\Donizete Senne\.claude\projects\C--Users-Donizete-Senne\ff4c2d7e-0352-4b21-93f5-f7fe42499b28.jsonl","12/05/2026 10:30:54","272618"
"C:\Users\Donizete Senne\.quickwork\profiles\social-bf8f5b70177c\sessions\scheduled-kg-cloud-sync--9af0ce4d\workspace\tools\kg_cloud_sync_push\kg_cloud_sync_push_001.txt","12/05/2026 10:29:28","42"
"C:\Users\Donizete Senne\Desktop\Perplexity.lnk","12/05/2026 10:25:32","2350"
"C:\Users\Donizete Senne\Downloads\comet_installer_latest.exe","12/05/2026 10:24:20","14725624"
"C:\Users\Donizete Senne\Downloads\Perplexity Setup 1.6.0.exe","12/05/2026 10:24:13","180435368"
"C:\Users\Donizete Senne\Pictures\Screenshots\Captura de tela 2026-05-12 102156.png","12/05/2026 10:21:56","8536"
"C:\Users\Donizete Senne\Downloads\download.pdf","12/05/2026 10:17:36","99544"
"C:\Users\Donizete Senne\.quickwork\profiles\social-bf8f5b70177c\sessions\scheduled-kg-cloud-sync--cbf374a2\workspace\tools\kg_cloud_sync_push\kg_cloud_sync_push_001.txt","12/05/2026 10:14:08","42"
"C:\Users\Donizete Senne\.quickwork\profiles\social-bf8f5b70177c\sessions\scheduled-kg-cloud-sync--96cceb91\workspace\tools\kg_cloud_sync_push\kg_cloud_sync_push_001.txt","12/05/2026 09:59:07","42"
"C:\Users\Donizete Senne\.quickwork\profiles\social-bf8f5b70177c\sessions\scheduled-kg-enrichment--e12f10ba\workspace\tools\kg_cleanup_meetings\kg_cleanup_meetings_001.json","12/05/2026 09:51:19","29"
"C:\Users\Donizete Senne\.quickwork\profiles\social-bf8f5b70177c\sessions\scheduled-kg-enrichment--e12f10ba\workspace\tools\kg_compact_nodes\kg_compact_nodes_001.json","12/05/2026 09:51:17","62"
"C:\Users\Donizete Senne\.quickwork\profiles\social-bf8f5b70177c\sessions\scheduled-kg-enrichment--e12f10ba\workspace\tools\kg_summarize_edges\kg_summarize_edges_001.json","12/05/2026 09:51:15","46"
"C:\Users\Donizete Senne\.quickwork\profiles\social-bf8f5b70177c\sessions\scheduled-kg-enrichment--e12f10ba\workspace\tools\kg_batch_enrich\kg_batch_enrich_001.json","12/05/2026 09:51:13","136"
"C:\Users\Donizete Senne\.quickwork\profiles\social-bf8f5b70177c\sessions\scheduled-kg-cloud-sync--35fc9b27\workspace\tools\kg_cloud_sync_push\kg_cloud_sync_push_001.txt","12/05/2026 09:44:06","42"
"C:\Users\Donizete Senne\.quickwork\profiles\social-bf8f5b70177c\sessions\scheduled-kg-cloud-sync--70432467\workspace\tools\kg_cloud_sync_push\kg_cloud_sync_push_001.txt","12/05/2026 09:29:05","42"
"C:\Users\Donizete Senne\Pictures\Screenshots\Captura de tela 2026-05-12 092349.png","12/05/2026 09:23:49","13519"
"C:\Users\Donizete Senne\.claude\history.jsonl","12/05/2026 09:19:53","12520"
"C:\Users\Donizete Senne\.claude\settings.local.json","12/05/2026 09:16:47","151"
"C:\Users\Donizete Senne\.quickwork\profiles\social-bf8f5b70177c\sessions\scheduled-kg-cloud-sync--32dab1e1\workspace\tools\kg_cloud_sync_push\kg_cloud_sync_push_001.txt","12/05/2026 09:14:04","42"
"C:\Users\Donizete Senne\.claude\file-history\ff4c2d7e-0352-4b21-93f5-f7fe42499b28\994b4744d4c62e00@v3","12/05/2026 09:07:12","1584"
"C:\Users\Donizete Senne\.aws\aws-api-mcp\aws-api-mcp-server.log","12/05/2026 09:03:25","250"
"C:\Users\Donizete Senne\.quickwork\profiles\social-bf8f5b70177c\sessions\scheduled-kg-cloud-sync--5e3e4c86\workspace\tools\kg_cloud_sync_push\kg_cloud_sync_push_001.txt","12/05/2026 09:01:18","42"
"C:\Users\Donizete Senne\.aws\amazonq\history\chat-history-no-workspace.json","12/05/2026 08:59:32","4411942"
"C:\Users\Donizete Senne\.quickwork\profiles\social-bf8f5b70177c\sessions\9df46707-2418-41cd-9950-03276951121e\workspace\tools\save_screenshot\save_screenshot_001.txt","12/05/2026 08:59:05","29"
"C:\Users\Donizete Senne\.quickwork\profiles\social-bf8f5b70177c\sessions\9df46707-2418-41cd-9950-03276951121e\workspace\tools\get_screen_context\get_screen_context_001.txt","12/05/2026 08:58:46","32"
"C:\Users\Donizete Senne\.quickwork\profiles\social-bf8f5b70177c\sessions\9df46707-2418-41cd-9950-03276951121e\workspace\tools\start_monitoring\start_monitoring_001.txt","12/05/2026 08:58:43","30"
"C:\Users\Donizete Senne\.claude\file-history\ff4c2d7e-0352-4b21-93f5-f7fe42499b28\994b4744d4c62e00@v2","12/05/2026 08:57:22","1540"
"C:\Users\Donizete Senne\Pictures\Screenshots\Captura de tela 2026-05-12 085618.png","12/05/2026 08:56:18","24510"
"C:\Users\Donizete Senne\.quickwork\profiles\social-bf8f5b70177c\sessions\9df46707-2418-41cd-9950-03276951121e\workspace\tools\message_react\message_react_001.txt","12/05/2026 08:54:08","24"
"C:\Users\Donizete Senne\.quickwork\profiles\social-bf8f5b70177c\sessions\9df46707-2418-41cd-9950-03276951121e\workspace\tools\url_fetch\url_fetch_002.json","12/05/2026 08:53:22","11119"
"C:\Users\Donizete Senne\.quickwork\profiles\social-bf8f5b70177c\sessions\9df46707-2418-41cd-9950-03276951121e\workspace\tools\url_fetch\url_fetch_001.json","12/05/2026 08:53:17","29635"
"C:\Users\Donizete Senne\.quickwork\profiles\social-bf8f5b70177c\sessions\9df46707-2418-41cd-9950-03276951121e\workspace\tools\web_search\web_search_001.json","12/05/2026 08:53:12","8338"
"C:\Users\Donizete Senne\.quickwork\profiles\social-bf8f5b70177c\sessions\scheduled-kg-cloud-sync--1ca9851f\workspace\tools\kg_cloud_sync_push\kg_cloud_sync_push_001.txt","12/05/2026 08:52:12","42"
"C:\Users\Donizete Senne\.codex\state_5.sqlite","12/05/2026 08:49:30","483328"
"C:\Users\Donizete Senne\Pictures\Screenshots\Captura de tela 2026-05-12 084817.png","12/05/2026 08:48:17","8934"
"C:\Users\Donizete Senne\.gemini\tmp\microsoft-vs-code\chats\session-2026-05-12T11-40-a2a-serv.jsonl","12/05/2026 08:40:34","202"
"C:\Users\Donizete Senne\Pictures\Screenshots\Captura de tela 2026-05-12 083146.png","12/05/2026 08:31:46","15999"
"C:\Users\Donizete Senne\.codex\sessions\2026\05\12\rollout-2026-05-12T08-30-34-019e1bf3-f7e8-7b70-9a6b-e967f9864032.jsonl","12/05/2026 08:30:39","47296"
"C:\Users\Donizete Senne\.codex\models_cache.json","12/05/2026 08:30:39","200578"
"C:\Users\Donizete Senne\.codex\cache\codex_apps_tools\33582518583cfcc4a0cf70003217776cb9569662.json","12/05/2026 08:30:35","656931"
"C:\Users\Donizete Senne\.codex\session_index.jsonl","12/05/2026 08:30:35","521"
"C:\Users\Donizete Senne\.codex\sqlite\codex-dev.db","12/05/2026 08:30:34","36864"
"C:\Users\Donizete Senne\.gemini\tmp\microsoft-vs-code\chats\session-2026-05-12T11-13-a2a-serv.jsonl","12/05/2026 08:13:42","202"
"C:\Users\Donizete Senne\.claude\projects\C--WINDOWS-system32\00871e84-42a5-4be5-9e9d-2e947182d04e.jsonl","12/05/2026 08:04:02","33140"
"C:\Users\Donizete Senne\.gemini\tmp\microsoft-vs-code\chats\session-2026-05-12T10-58-a2a-serv.jsonl","12/05/2026 07:58:23","202"
"C:\Users\Donizete Senne\.lingma\vscode\sharedClientCache\index\completion\v4\Untitled-1_13264068d108c6901b3592ea654fcd57\index_meta.json","12/05/2026 07:58:17","42"
"C:\Users\Donizete Senne\.codex\.sandbox\sandbox.log","12/05/2026 07:55:13","241402"
"C:\Users\Donizete Senne\Documents\Projetos_IA\.vscode\settings.json","12/05/2026 07:52:08","291"
"C:\Users\Donizete Senne\.codex\sessions\2026\05\12\rollout-2026-05-12T07-49-59-019e1bce-d32d-7013-8361-ccea9b17bdb9.jsonl","12/05/2026 07:51:38","155905"
"C:\Users\Donizete Senne\.codex\.codex-global-state.json.bak","12/05/2026 07:51:31","3541"
"C:\Users\Donizete Senne\.codex\.codex-global-state.json","12/05/2026 07:51:31","3541"
"C:\Users\Donizete Senne\.codex\.sandbox-bin\codex-command-runner-0.130.0-alpha.5.exe","12/05/2026 07:50:15","810288"
"C:\Users\Donizete Senne\.codex\.tmp\plugins.sha","12/05/2026 07:50:02","41"
"C:\Users\Donizete Senne\.codex\config.toml","12/05/2026 07:49:59","1170"
"C:\Users\Donizete Senne\.codex\.tmp\plugins\plugins\zotero\skills\zotero\scripts\zotero.py","12/05/2026 07:49:58","30671"
"C:\Users\Donizete Senne\.codex\.tmp\plugins\plugins\zotero\skills\zotero\references\local-api-routes.md","12/05/2026 07:49:58","1935"
"C:\Users\Donizete Senne\.codex\.tmp\plugins\plugins\zotero\skills\zotero\assets\icon.png","12/05/2026 07:49:58","9908"
"C:\Users\Donizete Senne\.codex\.tmp\plugins\plugins\zotero\skills\zotero\agents\openai.yaml","12/05/2026 07:49:58","272"
"C:\Users\Donizete Senne\.codex\.tmp\plugins\plugins\zotero\skills\zotero\SKILL.md","12/05/2026 07:49:58","5094"
"C:\Users\Donizete Senne\.codex\.tmp\plugins\plugins\zotero\assets\icon.png","12/05/2026 07:49:58","9908"
"C:\Users\Donizete Senne\.codex\.tmp\plugins\plugins\zotero\.codex-plugin\plugin.json","12/05/2026 07:49:58","1704"
"C:\Users\Donizete Senne\.codex\.tmp\plugins\plugins\yepcode\assets\app-icon.png","12/05/2026 07:49:58","17813"
"C:\Users\Donizete Senne\.codex\.tmp\plugins\plugins\yepcode\.codex-plugin\plugin.json","12/05/2026 07:49:58","1577"
"C:\Users\Donizete Senne\.codex\.tmp\plugins\plugins\yepcode\.app.json","12/05/2026 07:49:58","106"
"C:\Users\Donizete Senne\.codex\.tmp\plugins\plugins\windsor-ai\assets\app-icon.png","12/05/2026 07:49:58","11216"
"C:\Users\Donizete Senne\.codex\.tmp\plugins\plugins\windsor-ai\.codex-plugin\plugin.json","12/05/2026 07:49:58","1625"
"C:\Users\Donizete Senne\.codex\.tmp\plugins\plugins\windsor-ai\.app.json","12/05/2026 07:49:58","109"
"C:\Users\Donizete Senne\.codex\.tmp\plugins\plugins\weatherpromise\assets\app-icon.png","12/05/2026 07:49:58","18752"
"C:\Users\Donizete Senne\.codex\.tmp\plugins\plugins\weatherpromise\.codex-plugin\plugin.json","12/05/2026 07:49:58","1927"
"C:\Users\Donizete Senne\.codex\.tmp\plugins\plugins\weatherpromise\.app.json","12/05/2026 07:49:58","113"
"C:\Users\Donizete Senne\.codex\.tmp\plugins\plugins\waldo\assets\app-icon.png","12/05/2026 07:49:58","35209"
"C:\Users\Donizete Senne\.codex\.tmp\plugins\plugins\waldo\.codex-plugin\plugin.json","12/05/2026 07:49:58","1268"
"C:\Users\Donizete Senne\.codex\.tmp\plugins\plugins\waldo\.app.json","12/05/2026 07:49:58","104"
"C:\Users\Donizete Senne\.codex\.tmp\plugins\plugins\vercel\website\index.html","12/05/2026 07:49:58","3946"
"C:\Users\Donizete Senne\.codex\.tmp\plugins\plugins\vercel\vercel.md","12/05/2026 07:49:58","55405"
"C:\Users\Donizete Senne\.codex\.tmp\plugins\plugins\vercel\skills\workflow\references\durable-agent-patterns.md","12/05/2026 07:49:58","2630"
"C:\Users\Donizete Senne\.codex\.tmp\plugins\plugins\vercel\skills\workflow\agents\openai.yaml","12/05/2026 07:49:58","109"
"C:\Users\Donizete Senne\.codex\.tmp\plugins\plugins\vercel\skills\workflow\SKILL.md","12/05/2026 07:49:58","30816"
"C:\Users\Donizete Senne\.codex\.tmp\plugins\plugins\vercel\skills\verification\agents\openai.yaml","12/05/2026 07:49:58","181"
"C:\Users\Donizete Senne\.codex\.tmp\plugins\plugins\vercel\skills\verification\SKILL.md","12/05/2026 07:49:58","7683"
"C:\Users\Donizete Senne\.codex\.tmp\plugins\plugins\vercel\skills\vercel-storage\agents\openai.yaml","12/05/2026 07:49:58","179"
"C:\Users\Donizete Senne\.codex\.tmp\plugins\plugins\vercel\skills\vercel-storage\SKILL.md","12/05/2026 07:49:58","15775"
"C:\Users\Donizete Senne\.codex\.tmp\plugins\plugins\vercel\skills\vercel-services\references\fastapi-vite\vercel.json","12/05/2026 07:49:58","220"
"C:\Users\Donizete Senne\.codex\.tmp\plugins\plugins\vercel\skills\vercel-services\references\fastapi-vite\frontend\vite.config.ts","12/05/2026 07:49:58","139"
"C:\Users\Donizete Senne\.codex\.tmp\plugins\plugins\vercel\skills\vercel-services\references\fastapi-vite\frontend\package.json","12/05/2026 07:49:58","338"
"C:\Users\Donizete Senne\.codex\.tmp\plugins\plugins\vercel\skills\vercel-services\references\fastapi-vite\backend\pyproject.toml","12/05/2026 07:49:58","173"
"C:\Users\Donizete Senne\.codex\.tmp\plugins\plugins\vercel\skills\vercel-services\agents\openai.yaml","12/05/2026 07:49:58","147"
"C:\Users\Donizete Senne\.codex\.tmp\plugins\plugins\vercel\skills\vercel-services\SKILL.md","12/05/2026 07:49:58","7635"
"C:\Users\Donizete Senne\.codex\.tmp\plugins\plugins\vercel\skills\vercel-sandbox\agents\openai.yaml","12/05/2026 07:49:58","163"
"C:\Users\Donizete Senne\.codex\.tmp\plugins\plugins\vercel\skills\vercel-sandbox\SKILL.md","12/05/2026 07:49:58","9711"
"C:\Users\Donizete Senne\.codex\.tmp\plugins\plugins\vercel\skills\vercel-queues\agents\openai.yaml","12/05/2026 07:49:58","182"
"C:\Users\Donizete Senne\.codex\.tmp\plugins\plugins\vercel\skills\vercel-queues\SKILL.md","12/05/2026 07:49:58","8585"
"C:\Users\Donizete Senne\.codex\.tmp\plugins\plugins\vercel\skills\vercel-functions\agents\openai.yaml","12/05/2026 07:49:58","185"
"C:\Users\Donizete Senne\.codex\.tmp\plugins\plugins\vercel\skills\vercel-functions\SKILL.md","12/05/2026 07:49:58","9654"
"C:\Users\Donizete Senne\.codex\.tmp\plugins\plugins\vercel\skills\vercel-flags\agents\openai.yaml","12/05/2026 07:49:58","181"
"C:\Users\Donizete Senne\.codex\.tmp\plugins\plugins\vercel\skills\vercel-flags\SKILL.md","12/05/2026 07:49:58","10614"
"C:\Users\Donizete Senne\.codex\.tmp\plugins\plugins\vercel\skills\vercel-firewall\agents\openai.yaml","12/05/2026 07:49:58","116"
"C:\Users\Donizete Senne\.codex\.tmp\plugins\plugins\vercel\skills\vercel-firewall\SKILL.md","12/05/2026 07:49:58","18101"
"C:\Users\Donizete Senne\.codex\.tmp\plugins\plugins\vercel\skills\vercel-cli\agents\openai.yaml","12/05/2026 07:49:58","93"
"C:\Users\Donizete Senne\.codex\.tmp\plugins\plugins\vercel\skills\vercel-cli\SKILL.md","12/05/2026 07:49:58","13278"
"C:\Users\Donizete Senne\.codex\.tmp\plugins\plugins\vercel\skills\vercel-api\agents\openai.yaml","12/05/2026 07:49:58","106"
"C:\Users\Donizete Senne\.codex\.tmp\plugins\plugins\vercel\skills\vercel-api\SKILL.md","12/05/2026 07:49:58","10089"
"C:\Users\Donizete Senne\.codex\.tmp\plugins\plugins\vercel\skills\vercel-agent\agents\openai.yaml","12/05/2026 07:49:58","163"
"C:\Users\Donizete Senne\.codex\.tmp\plugins\plugins\vercel\skills\vercel-agent\SKILL.md","12/05/2026 07:49:58","2419"
"C:\Users\Donizete Senne\.codex\.tmp\plugins\plugins\vercel\skills\v0-dev\agents\openai.yaml","12/05/2026 07:49:58","91"
"C:\Users\Donizete Senne\.codex\.tmp\plugins\plugins\vercel\skills\v0-dev\SKILL.md","12/05/2026 07:49:58","15098"
"C:\Users\Donizete Senne\.codex\.tmp\plugins\plugins\vercel\skills\turborepo\agents\openai.yaml","12/05/2026 07:49:58","91"
"C:\Users\Donizete Senne\.codex\.tmp\plugins\plugins\vercel\skills\turborepo\SKILL.md","12/05/2026 07:49:58","17478"
"C:\Users\Donizete Senne\.codex\.tmp\plugins\plugins\vercel\skills\turbopack\agents\openai.yaml","12/05/2026 07:49:58","91"
"C:\Users\Donizete Senne\.codex\.tmp\plugins\plugins\vercel\skills\turbopack\SKILL.md","12/05/2026 07:49:58","10250"
"C:\Users\Donizete Senne\.codex\.tmp\plugins\plugins\vercel\skills\swr\agents\openai.yaml","12/05/2026 07:49:58","93"
"C:\Users\Donizete Senne\.codex\.tmp\plugins\plugins\vercel\skills\swr\SKILL.md","12/05/2026 07:49:58","5988"
"C:\Users\Donizete Senne\.codex\.tmp\plugins\plugins\vercel\skills\sign-in-with-vercel\agents\openai.yaml","12/05/2026 07:49:58","185"
"C:\Users\Donizete Senne\.codex\.tmp\plugins\plugins\vercel\skills\sign-in-with-vercel\SKILL.md","12/05/2026 07:49:58","2381"
"C:\Users\Donizete Senne\.codex\.tmp\plugins\plugins\vercel\skills\shadcn\agents\openai.yaml","12/05/2026 07:49:58","174"
"C:\Users\Donizete Senne\.codex\.tmp\plugins\plugins\vercel\skills\shadcn\SKILL.md","12/05/2026 07:49:58","20106"
"C:\Users\Donizete Senne\.codex\.tmp\plugins\plugins\vercel\skills\satori\agents\openai.yaml","12/05/2026 07:49:58","174"
"C:\Users\Donizete Senne\.codex\.tmp\plugins\plugins\vercel\skills\satori\SKILL.md","12/05/2026 07:49:58","7576"
"C:\Users\Donizete Senne\.codex\.tmp\plugins\plugins\vercel\skills\runtime-cache\agents\openai.yaml","12/05/2026 07:49:58","172"
"C:\Users\Donizete Senne\.codex\.tmp\plugins\plugins\vercel\skills\runtime-cache\SKILL.md","12/05/2026 07:49:58","8210"
"C:\Users\Donizete Senne\.codex\.tmp\plugins\plugins\vercel\skills\routing-middleware\agents\openai.yaml","12/05/2026 07:49:58","185"
"C:\Users\Donizete Senne\.codex\.tmp\plugins\plugins\vercel\skills\routing-middleware\SKILL.md","12/05/2026 07:49:58","9752"
"C:\Users\Donizete Senne\.codex\.tmp\plugins\plugins\vercel\skills\react-best-practices\agents\openai.yaml","12/05/2026 07:49:58","120"
"C:\Users\Donizete Senne\.codex\.tmp\plugins\plugins\vercel\skills\react-best-practices\SKILL.md","12/05/2026 07:49:58","4438"
"C:\Users\Donizete Senne\.codex\.tmp\plugins\plugins\vercel\skills\payments\agents\openai.yaml","12/05/2026 07:49:58","177"
"C:\Users\Donizete Senne\.codex\.tmp\plugins\plugins\vercel\skills\payments\SKILL.md","12/05/2026 07:49:58","10940"
"C:\Users\Donizete Senne\.codex\.tmp\plugins\plugins\vercel\skills\observability\agents\openai.yaml","12/05/2026 07:49:58","182"
"C:\Users\Donizete Senne\.codex\.tmp\plugins\plugins\vercel\skills\observability\SKILL.md","12/05/2026 07:49:58","27283"
"C:\Users\Donizete Senne\.codex\.tmp\plugins\plugins\vercel\skills\nextjs\references\app-router-files.md","12/05/2026 07:49:58","2704"
"C:\Users\Donizete Senne\.codex\.tmp\plugins\plugins\vercel\skills\nextjs\agents\openai.yaml","12/05/2026 07:49:58","98"
"C:\Users\Donizete Senne\.codex\.tmp\plugins\plugins\vercel\skills\nextjs\SKILL.md","12/05/2026 07:49:58","30923"
"C:\Users\Donizete Senne\.codex\.tmp\plugins\plugins\vercel\skills\next-forge\agents\openai.yaml","12/05/2026 07:49:58","157"
"C:\Users\Donizete Senne\.codex\.tmp\plugins\plugins\vercel\skills\next-forge\SKILL.md","12/05/2026 07:49:58","13602"
"C:\Users\Donizete Senne\.codex\.tmp\plugins\plugins\vercel\skills\ncc\agents\openai.yaml","12/05/2026 07:49:58","172"
"C:\Users\Donizete Senne\.codex\.tmp\plugins\plugins\vercel\skills\ncc\SKILL.md","12/05/2026 07:49:58","4670"
"C:\Users\Donizete Senne\.codex\.tmp\plugins\plugins\vercel\skills\micro\agents\openai.yaml","12/05/2026 07:49:58","143"
"C:\Users\Donizete Senne\.codex\.tmp\plugins\plugins\vercel\skills\micro\SKILL.md","12/05/2026 07:49:58","4180"
"C:\Users\Donizete Senne\.codex\.tmp\plugins\plugins\vercel\skills\marketplace\agents\openai.yaml","12/05/2026 07:49:58","180"
"C:\Users\Donizete Senne\.codex\.tmp\plugins\plugins\vercel\skills\marketplace\SKILL.md","12/05/2026 07:49:58","19167"
"C:\Users\Donizete Senne\.codex\.tmp\plugins\plugins\vercel\skills\json-render\agents\openai.yaml","12/05/2026 07:49:58","180"
"C:\Users\Donizete Senne\.codex\.tmp\plugins\plugins\vercel\skills\json-render\SKILL.md","12/05/2026 07:49:58","10710"
"C:\Users\Donizete Senne\.codex\.tmp\plugins\plugins\vercel\skills\investigation-mode\agents\openai.yaml","12/05/2026 07:49:58","109"
"C:\Users\Donizete Senne\.codex\.tmp\plugins\plugins\vercel\skills\investigation-mode\SKILL.md","12/05/2026 07:49:58","9582"
"C:\Users\Donizete Senne\.codex\.tmp\plugins\plugins\vercel\skills\geistdocs\agents\openai.yaml","12/05/2026 07:49:58","179"
